Регистрационный номер;Краткое наименование;Дата регистрации;Возраст компании, лет;Статус;Регион регистрации;Наименование ОКАТО;Вид деятельности/отрасль;Организационно-правовая форма;2019, Доходы, RUB;2020, Доходы, RUB;2021, Доходы, RUB;2019, Расходы, RUB;2020, Расходы, RUB;2021, Расходы, RUB;2019, Налоги, RUB;2020, Налоги, RUB;2021, Налоги, RUB;2019, Активы  всего, RUB;2020, Активы  всего, RUB;2021, Активы  всего, RUB;2019, Капитал и резервы, RUB;2020, Капитал и резервы, RUB;2021, Капитал и резервы, RUB;2019, Пассивы всего, RUB;2020, Пассивы всего, RUB;2021, Пассивы всего, RUB;2019, Чистая прибыль (убыток), RUB;2020, Чистая прибыль (убыток), RUB;2021, Чистая прибыль (убыток), RUB;2019, Оплата труда, RUB;2020, Оплата труда, RUB;2021, Оплата труда, RUB;2019, Прибыль от приносящей доход деятельности, RUB;2020, Прибыль от приносящей доход деятельности, RUB;2021, Прибыль от приносящей доход деятельности, RUB;2019, Всего поступило средств, RUB;2020, Всего поступило средств, RUB;2021, Всего поступило средств, RUB;2019, Расходы на целевые мероприятия, RUB;2020, Расходы на целевые мероприятия, RUB;2021, Расходы на целевые мероприятия, RUB;2019, Расходы на содержание аппарата управления, RUB;2020, Расходы на содержание аппарата управления, RUB;2021, Расходы на содержание аппарата управления, RUB;2019, Приобретение основных средств, инвентаря и иного имущества, RUB;2020, Приобретение основных средств, инвентаря и иного имущества, RUB;2021, Приобретение основных средств, инвентаря и иного имущества, RUB;2019, Всего использовано средств, RUB;2020, Всего использовано средств, RUB;2021, Всего использовано средств, RUB;2019, Остаток средств на конец отчетного года, RUB;2020, Остаток средств на конец отчетного года, RUB;2021, Остаток средств на конец отчетного года, RUB
1097799014730;"СК ""КПРФ""";25.08.2009;12,5;Действующая;Москва;Москва, Центральный, Мещанский;Деятельность в области спорта;Автономные некоммерческие организации;;;;;;;;;;36 186 000;38 117 000;26 347 000;;;;36 186 000;38 117 000;26 347 000;8 334 000;5 029 000;9 546 000;;;;8 334 000;5 029 000;9 546 000;76 269 000;77 991 000;96 574 000;31 610 000;34 289 000;44 558 000;29 177 000;41 997 000;165 000;11 315 000;62 000;4 277 000;85 496 000;78 983 000;100 884 000;16 568 000;15 141 000;10 832 000
1027100003358;ТОО ПП КПРФ;13.05.1994;28,0;Действующая;Тульская область;Тульская область, Тула, Центральный;Деятельность прочих общественных организаций, не включенных в другие группировки;Политические партии;;;;;;;;;;25 326 000;25 572 000;25 283 000;3 355 000;3 738 000;3 342 000;25 326 000;25 572 000;25 283 000;;;;;;;;;;18 164 000;12 085 000;14 448 000;9 996 000;4 010 000;7 069 000;8 005 000;7 180 000;7 263 000;180 000;;;18 899 000;11 702 000;14 844 000;-471 000;-88 000;-484 000
1047796323398;"НП ""КПЦ ""БУЛГАКОВСКИЙ ДОМ""";07.05.2004;18,0;Действующая;Москва;Москва, Центральный, Пресненский;Деятельность музеев;Некоммерческие партнерства;;;;;;;;;;5 420 000;6 293 000;9 197 000;11 000;11 000;11 000;5 420 000;6 293 000;9 197 000;-403 000;-1 063 000;1 000;;;;;;;;;;;;;;;;;;;;;;;;
1116100003403;"АНО ""КПЦ ""РУССКАЯ СКАЗКА""";01.12.2011;10,5;Действующая;Ростовская область;Ростовская область, Ростов-на-Дону, Ворошиловский;Деятельность учреждений культуры и искусства;Автономные некоммерческие организации;;;;;;;;;;283 000;1 266 000;1 773 000;;;;283 000;1 266 000;1 773 000;;;;;;;43 000;;20 000;445 000;2 642 000;3 381 000;1 154 000;1 882 000;2 735 000;79 000;106 000;210 000;;;;1 233 000;1 988 000;2 945 000;12 000;666 000;1 103 000
1033918503024;КР ( Т) ОО РПСМ;03.07.1997;25,0;Действующая;Калининградская область;Калининградская область, Калининград, Московский;Деятельность профессиональных союзов;Профсоюзные организации;;;;;;;;;;4 603 000;10 422 000;38 942 000;4 603 000;5 338 000;3 506 000;4 603 000;10 422 000;38 942 000;;;;;;;4 000;;;36 642 000;40 505 000;26 668 000;20 823 000;22 747 000;7 775 000;11 826 000;12 111 000;4 472 000;2 174 000;2 569 000;90 000;36 677 000;39 715 000;26 420 000;229 000;1 019 000;1 266 000
1146200000099;ФОНД КР МКД РЯЗАНСКОЙ ОБЛАСТИ;21.01.2014;8,5;Действующая;Рязанская область;Рязанская область, Рязань, Октябрьский;Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки;Фонды;;;;;;;;;;2 262 744 000;2 123 680 000;2 107 071 000;1 517 517 000;1 467 013 000;1 540 288 000;2 262 744 000;2 123 680 000;2 107 071 000;2 141 000;7 665 000;15 480 000;29 160 000;28 068 000;36 828 000;2 141 000;7 665 000;15 480 000;2 286 449 000;2 383 819 000;2 455 961 000;;;2 286 810 000;79 531 000;88 069 000;88 114 000;1 972 000;513 000;1 538 000;2 122 177 000;2 434 418 000;2 383 479 000;1 510 679 000;1 460 080 000;1 532 562 000
1055400016286;"МЕСТНАЯ РЕЛИГИОЗНАЯ ОРГАНИЗАЦИЯ ЦЕРКОВЬ ХРИСТИАН ВЕРЫ ЕВАНГЕЛЬСКОЙ (ПЯТИДЕСЯТНИКОВ) ""КРАЕУГОЛЬНЫЙ КАМЕНЬ"" Г. НОВОСИБИРСК";01.08.2005;16,5;Реорганизуется;Новосибирская область;Новосибирская область, Новосибирск, Дзержинский;Деятельность религиозных организаций;Религиозные организации;;;;;;;;;;60 340 000;;;;;;60 340 000;;;1 118 000;;;;;;1 118 000;;;15 682 000;;;2 452 000;;;9 781 000;;;2 621 000;;;15 600 000;;;98 000;;
1137799003605;"БФ ""КРАСИВЫЕ ДЕТИ В КРАСИВОМ МИРЕ""";21.02.2013;9,0;Действующая;Москва;Москва, Центральный, Басманный;Предоставление социальных услуг без обеспечения проживания престарелым и инвалидам;Благотворительные фонды;;;;;;;;;;22 222 000;27 808 000;30 424 000;22 222 000;27 263 000;29 728 000;22 222 000;27 808 000;30 424 000;;;511 000;;;;;;;41 690 000;38 159 000;47 618 000;31 761 000;27 885 000;36 083 000;5 186 000;5 233 000;7 865 000;;;;36 947 000;33 118 000;44 547 000;17 808 000;22 849 000;25 920 000
1026300841192;"УФПСО САНАТОРИЙ ""КРАСНАЯ ГЛИНКА""";17.04.1996;26,0;Действующая;Самарская область;Самарская область, Самара, Красноглинский;Деятельность санаторно-курортных организаций;Частные учреждения;;;;;;;;;;188 694 000;205 768 000;224 944 000;68 015 000;64 696 000;73 780 000;188 694 000;205 768 000;224 944 000;-3 477 000;-3 315 000;7 117 000;24 323 000;29 840 000;34 640 000;;;;;;;;;;;;;;;;;;;;;
1038605502418;"МНГООВБД ""КРАСНАЯ ЗВЕЗДА""";08.01.1998;24,5;Действующая;Тюменская область;Тюменская область, Нижневартовск;Деятельность прочих общественных организаций, не включенных в другие группировки;Общественные организации;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1027800006508;ТО КРАСНОСЕЛЬСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА ПРОФСОЮЗА РАБОТНИКОВ НАРОДНОГО ОБРАЗОВАНИЯ И НАУКИ РФ;09.03.1999;23,0;Действующая;Санкт-Петербург;Санкт-Петербург, Красносельский;Деятельность профессиональных союзов;Профсоюзные организации;;;;;;;;;;1 415 000;2 292 000;;1 415 000;2 267 000;;1 415 000;2 292 000;;;;;;;;;;;;13 721 000;;;3 469 000;;;9 400 000;;;;;;12 869 000;;;2 267 000;
1122468031476;"КРФ ""КРАСНОЯРСК ПРОТИВ НАРКОТИКОВ""";31.05.2012;10,0;Действующая;Красноярский край;Красноярский край, Емельяновский район, Гаревский, п Гаревое;Деятельность по уходу с обеспечением проживания прочая;Общественные фонды;;;;;;;;;;19 000;1 095 000;;;-1 085 000;;19 000;1 095 000;;;-141 000;;;;;;;;;;;;;;;;;;;;;;;;;
1152468004810;"АНО ""КРАСНОЯРСКИЙ РЕГИОНАЛЬНЫЙ ЦЕНТР ПОДДЕРЖКИ МЕСТНЫХ СООБЩЕСТВ ""РАЗВИТИЕ""";09.02.2015;7,0;Действующая;Красноярский край;Красноярский край, Емельяновский район, Кедровый;Прочие виды полиграфической деятельности;Автономные некоммерческие организации;;;;;;;;;;75 000;84 000;53 000;;;;75 000;84 000;53 000;24 000;-25 000;4 000;60 000;200 000;147 000;;;;1 510 000;1 174 000;264 000;1 200 000;;;223 000;1 154 000;260 000;;;;1 504 000;1 154 000;307 000;23 000;43 000;
1022400010313;"РОО ""КРАСНОЯРСКИЙ ЦЕНТР ЛЕЧЕБНОЙ ПЕДАГОГИКИ""";30.07.1999;22,5;Действующая;Красноярский край;Красноярский край, Красноярск, Советский;Предоставление социальных услуг без обеспечения проживания престарелым и инвалидам;Общественные организации;;;;;;;;;;551 000;4 223 000;6 649 000;;;;551 000;4 223 000;6 649 000;;;;;;;;;;5 225 000;10 134 000;13 212 000;;;;;;;;;;5 905 000;7 503 000;9 967 000;242 000;2 873 000;6 118 000
1081800001843;"ОРМД В УР ""КРЕАТИВНЫЙ КАПИТАЛ""";02.10.2008;13,5;Действующая;Удмуртская Республика;Удмуртская Республика, Ижевск, Ленинский;Деятельность прочих общественных организаций, не включенных в другие группировки;Общественные движения;;;;;;;;;;1 462 000;552 000;3 638 000;1 225 000;318 000;3 638 000;1 462 000;552 000;3 638 000;67 000;12 000;-17 000;;;;1 176 000;1 513 000;1 720 000;5 046 000;3 007 000;4 979 000;2 901 000;;;861 000;1 262 000;;140 000;;;3 954 000;3 860 000;1 722 000;1 158 000;305 000;3 562 000
1123400001911;"МОО ""КРЕДИТНЫЙ ПРАВОЗАЩИТНИК""";22.05.2012;10,0;Действующая;Волгоградская область;Волгоградская область, Волгоград, Центральный;Деятельность прочих общественных организаций, не включенных в другие группировки;Общественные организации;;;;;;;;;;752 000;46 000;16 000;;;;752 000;46 000;16 000;;;;;;;1 255 000;500 000;581 000;1 255 000;830 000;637 000;;889 000;276 000;723 000;397 000;307 000;;;;803 000;1 326 000;626 000;453 000;-43 000;-32 000
1137400001639;"АНО ДПО ""КРЕДО""";01.07.2013;9,0;Действующая;Челябинская область;Челябинская область, Челябинск, Центральный;Образование профессиональное дополнительное;Автономные некоммерческие организации;;;;;;;;;;5 217 000;4 022 000;3 875 000;1 460 000;1 225 000;2 179 000;5 217 000;4 022 000;3 875 000;503 000;-235 000;953 000;;;;14 024 000;8 888 000;10 524 000;14 024 000;9 170 000;10 803 000;84 000;;;11 972 000;8 605 000;8 936 000;1 261 000;346 000;322 000;13 521 000;9 405 000;9 848 000;1 460 000;1 225 000;2 179 000
1023400002262;ПРАВОСЛАВНАЯ РЕЛИГИОЗНАЯ ОРГАНИЗАЦИЯ ВОЛГОГРАДСКАЯ ЕПАРХИЯ РУССКОЙ ПРАВОСЛАВНОЙ ЦЕРКВИ;15.07.1991;31,0;Действующая;Волгоградская область;Волгоградская область, Волгоград, Дзержинский;Деятельность религиозных организаций;Религиозные организации;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1097800007579;"ПРАВОСЛАВНАЯ МЕСТНАЯ РЕЛИГИОЗНАЯ ОРГАНИЗАЦИЯ ""ПРИХОД ХРАМА В ЧЕСТЬ ВОЗДВИЖЕНИЯ ЧЕСТНОГО И ЖИВОТВОРЯЩЕГО КРЕСТА ГОСПОДНЯ ГОРОДА САНКТ-ПЕТЕРБУРГА""";31.12.2009;12,5;Действующая;Санкт-Петербург;Санкт-Петербург, Приморский, Юнтолово;Деятельность религиозных организаций;Религиозные организации;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1141900000439;"БФ СПН ""КРИСТАЛЛ""";10.10.2014;7,5;Действующая;Хакасия (Республика);Республика Хакасия, Абакан;Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки;Благотворительные фонды;;;;;;;;;;1 941 000;1 318 000;1 593 000;1 014 000;1 172 000;1 174 000;1 941 000;1 318 000;1 593 000;;;;2 877 000;3 373 000;3 761 000;;;;15 274 000;15 997 000;24 280 000;9 494 000;10 151 000;15 710 000;926 000;1 035 000;1 324 000;71 000;53 000;128 000;15 576 000;15 806 000;23 887 000;570 000;761 000;1 154 000
1116900003637;"ТОООИК ""КРИСТАЛЛ""";21.12.2011;10,5;Действующая;Тверская область;Тверская область, Тверь, Московский;Деятельность прочих общественных организаций, не включенных в другие группировки;Общественные организации;;;;;;;;;;83 000;110 000;81 000;;;;83 000;110 000;81 000;;;;;;;;;;97 000;67 000;29 000;32 000;11 000;30 000;2 000;13 000;2 000;;;;34 000;40 000;58 000;77 000;110 000;81 000
1105400002180;"ЧДОУ ДЕТСКИЙ САД №20 ""КРИСТАЛЛИК""";21.07.2010;12,0;Действующая;Новосибирская область;Новосибирская область, Бердск;Образование дошкольное;Частные учреждения;;;;;;;;;;22 998 000;27 511 000;75 789 000;-2 128 000;-1 303 000;70 830 000;22 998 000;27 511 000;75 789 000;;;;;;;;;;;;;;;;;;;;;;;;;;;
1097800004356;"АНО ДПО ""КРИТЕРИЙ""";09.07.2009;13,0;Действующая;Санкт-Петербург;Санкт-Петербург, Адмиралтейский;Образование профессиональное дополнительное;Автономные некоммерческие организации;;;;;;;;;;1 404 000;11 331 000;14 917 000;795 000;;;1 404 000;11 331 000;14 917 000;69 000;6 348 000;5 414 000;;;;;;;;;;;;;;;;;;;;;;;;
1137800011051;КРОНШТАДТСКОЕ ОТДЕЛЕНИЕ СПБ ГО ВДПО;05.12.2013;8,5;Действующая;Санкт-Петербург;Санкт-Петербург, Кронштадтский;Деятельность прочих общественных организаций, не включенных в другие группировки;Общественные организации;;;;;;;;;;6 570 000;4 410 000;;3 198 000;;;6 570 000;4 410 000;;1 391 000;;;;;;;;;;;;;;;;;;;;;;;;;;
1021100000481;КРОПП КПРФ;11.08.1999;22,5;Действующая;Коми (Республика);Республика Коми, Сыктывкар;Деятельность политических организаций;Политические партии;;;;;;;;;;30 788 000;29 236 000;29 360 000;1 977 000;1 141 000;1 419 000;30 788 000;29 236 000;29 360 000;;;;;;;;;256 000;10 141 000;16 873 000;11 374 000;3 530 000;6 213 000;3 496 000;5 947 000;11 308 000;7 470 000;;376 000;;9 659 000;18 085 000;11 166 000;757 000;-455 000;-247 000
1037858022553;"МЕСТНАЯ РЕЛИГИОЗНАЯ ОРГАНИЗАЦИЯ ""РЕЛИГИОЗНОЕ ОБЪЕДИНЕНИЕ БУДДИСТОВ ДАЦАН ГУНЗЭЧОЙНЭЙ Г. САНКТ-ПЕТЕРБУРГА""";14.02.1991;31,0;Действующая;Санкт-Петербург;Санкт-Петербург, Приморский;Деятельность религиозных организаций;Религиозные организации;;;;;;;;;;8 471 000;8 169 000;8 260 000;;;;8 471 000;8 169 000;8 260 000;121 000;19 000;56 000;;;;151 000;18 000;;27 456 000;18 201 000;21 808 000;4 118 000;3 202 000;2 104 000;11 126 000;11 230 000;12 260 000;1 848 000;11 722 000;7 188 000;19 424 000;26 303 000;21 717 000;8 472 000;369 000;460 000
1037746005021;"МОО ""КРУГ""";28.05.2003;19,0;Действующая;Москва;Москва, Южный, Орехово-Борисово Южное;Деятельность прочих общественных организаций, не включенных в другие группировки;Общественные организации;;;;;;;;;;136 000;220 000;253 000;;;;136 000;220 000;253 000;;;;;;;;;;82 000;3 000;122 000;456 000;;78 000;21 000;15 000;60 000;;;;477 000;15 000;138 000;136 000;220 000;253 000
1037700241292;"РОО СТР ""КРУГ""";28.01.1997;25,5;Действующая;Москва;Москва, Северо-Восточный, Алтуфьевский;Деятельность прочих общественных организаций, не включенных в другие группировки;Общественные организации;;;;;;;;;;1 090 000;3 516 000;3 070 000;;;;1 090 000;3 516 000;3 070 000;;;;;;;1 353 000;268 000;185 000;8 250 000;5 668 000;385 000;7 596 000;2 500 000;862 000;543 000;742 000;;;;;8 139 000;3 242 000;862 000;957 000;3 383 000;2 906 000
1117800011878;"НКП УК ТК ""КРУИЗ""";10.08.2011;10,5;Действующая;Санкт-Петербург;Санкт-Петербург, Приморский;Управление недвижимым имуществом за вознаграждение или на договорной основе;Некоммерческие партнерства;;;;;;;;;;64 830 000;71 922 000;78 893 000;;69 194 000;75 560 000;64 830 000;71 922 000;78 893 000;12 573 000;11 703 000;12 924 000;-8 459 000;8 244 000;8 441 000;13 366 000;12 424 000;13 861 000;65 375 000;53 659 000;60 825 000;12 000;19 000;9 000;35 116 000;42 673 000;53 106 000;370 000;1 486 000;1 344 000;64 160 000;44 178 000;54 459 000;20 283 000;29 764 000;36 130 000
1145200000880;"БФ ""КРЫЛЬЯ ЖИЗНИ""";29.04.2014;8,0;Действующая;Нижегородская область;Нижегородская область, Нижний Новгород, Нижегородский;Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки;Благотворительные фонды;;;;;;;;;;62 000;1 233 000;863 000;45 000;685 000;803 000;62 000;1 233 000;863 000;;;;149 000;970 000;1 279 000;;;;612 000;3 945 000;3 342 000;451 000;2 183 000;1 811 000;137 000;1 087 000;1 381 000;;;;666 000;3 305 000;3 225 000;45 000;685 000;803 000
1037739714099;"МПООО ""КРЫЛЬЯ СОВЕРШЕНСТВА""";18.06.1997;25,0;Действующая;Москва;Москва, Северо-Восточный, Отрадное;Деятельность прочих общественных организаций, не включенных в другие группировки;Общественные организации;;;;;;;;;;514 000;84 000;310 000;-67 000;-22 000;-316 000;514 000;84 000;310 000;-31 000;-9 000;-285 000;;;;;;170 000;511 000;26 000;635 000;522 000;;;14 000;35 000;154 000;;;395 000;536 000;35 000;549 000;31 000;58 000;144 000
1167700054631;АНО ОХК «КРЫЛЬЯ СОВЕТОВ»;31.03.2016;6,0;Действующая;Москва;Москва, Западный, Можайский;Деятельность спортивных объектов;Автономные некоммерческие организации;;;;;;;;;;42 454 000;53 741 000;56 978 000;41 232 000;52 411 000;53 489 000;42 454 000;53 741 000;56 978 000;2 708 000;6 840 000;2 202 000;;;;;6 841 000;2 203 000;115 208 000;134 891 000;157 203 000;75 474 000;91 092 000;124 563 000;30 733 000;31 680 000;31 562 000;325 000;322 000;422 000;106 599 000;123 712 000;156 547 000;9 110 000;20 289 000;20 945 000
1137799020842;"АНО СХК ""КРЫЛЬЯ СОВЕТОВ""";18.11.2013;8,5;Действующая;Москва;Москва, Западный, Можайский;Деятельность спортивных объектов;Автономные некоммерческие организации;;;;;;;;;;8 117 000;8 117 000;;5 035 000;5 035 000;;8 117 000;8 117 000;;32 000;;;;;;;;;;;;;;;;;;;;;;;;;;
1086300004625;"АНО ДФК ""КРЫЛЬЯ-М""";30.12.2008;13,5;Действующая;Самарская область;Самарская область, Самара, Самарский;Деятельность в области спорта прочая;Автономные некоммерческие организации;;;;;;;;;;1 126 000;1 953 000;2 400 000;;;;1 126 000;1 953 000;2 400 000;;;;;;;;;;1 338 000;3 534 000;4 423 000;;1 154 000;1 683 000;1 374 000;1 553 000;2 293 000;;;;1 374 000;2 707 000;3 976 000;126 000;953 000;1 400 000
1141100000469;"РОО ""КРЭУС""";27.05.2014;8,0;Действующая;Коми (Республика);Республика Коми, Сыктывкар;Деятельность профессиональных членских организаций;Общественные организации;;;;;;;;;;9 000;5 000;7 000;;;;9 000;5 000;7 000;;;;;;;;;;14 000;9 000;15 000;;;;10 000;12 000;13 000;;;;10 000;12 000;13 000;8 000;5 000;7 000
1033692006501;"МЕСТНАЯ РЕЛИГИОЗНАЯ ОРГАНИЗАЦИЯ ПРАВОСЛАВНЫЙ ПРИХОД ПОКРОВСКОГО СОБОРА Г.ВОРОНЕЖА РЕЛИГИОЗНОЙ ОРГАНИЗАЦИИ ""ВОРОНЕЖСКАЯ ЕПАРХИЯ РУССКОЙ ПРАВОСЛАВНОЙ ЦЕРКВИ (МОСКОВСКИЙ ПАТРИАРХАТ)""";21.06.1999;23,0;Действующая;Воронежская область;Воронежская область, Воронеж;Деятельность религиозных организаций;Религиозные организации;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1107799023584;АНО КС ПО ФУТБОЛУ;19.08.2010;11,5;Действующая;Москва;Москва, Центральный, Басманный;Деятельность в области спорта прочая;Автономные некоммерческие организации;;;;;;;;;;5 174 000;2 758 000;6 494 000;3 177 000;2 239 000;2 609 000;5 174 000;2 758 000;6 494 000;659 000;14 027 000;283 000;;;;;;;21 974 000;;;20 725 000;;;;;;;;;21 982 000;;;3 177 000;;
1093400005071;"МБОО ""КСБСО""";04.12.2009;12,5;Действующая;Волгоградская область;Волгоградская область, Волгоград, Краснооктябрьский;Деятельность прочих общественных организаций, не включенных в другие группировки;Общественные организации;;;;;;;;;;59 000;19 000;57 000;;;;59 000;19 000;57 000;;;;;;;;;;207 000;150 000;250 000;;;;204 000;202 000;213 000;;;;204 000;;213 000;52 000;;38 000
1162901057538;"АНОО ГИМНАЗИЯ ""КСЕНИЯ""";15.10.1993;28,5;Действующая;Архангельская область;Архангельская область, Архангельск;Образование среднее общее;Автономные некоммерческие организации;;;;;;;;;;3 813 000;8 860 000;4 567 000;1 491 000;-512 000;771 000;3 813 000;8 860 000;4 567 000;17 000;-1 469 000;1 452 000;24 144 000;24 291 000;25 934 000;16 000;-1 516 000;1 452 000;46 578 000;41 862 000;51 778 000;;;;;;;;;;46 514 000;43 865 000;50 495 000;1 491 000;-512 000;771 000
