issuer,notAfter,notBefore,website,error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 14 23:41:03 2022 GMT,Nov 16 23:41:04 2021 GMT,http://tsentr-vosstanovlenie.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar  5 08:32:59 2022 GMT,Dec  5 08:33:00 2021 GMT,http://sakirnoopo.ru,No error
,,,http://st-vladimir.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
"[[['countryName', 'BE']], [['organizationName', 'GlobalSign nv-sa']], [['commonName', 'GlobalSign GCC R3 DV TLS CA 2020']]]",Mar 28 08:26:25 2022 GMT,Feb 24 08:26:25 2021 GMT,http://simjew.ru,No error
,,,http://juneberry.ru,ConnectionRefusedError : [Errno 61] Connection refused
,,,http://fond-tura.ru,ConnectionRefusedError : [Errno 61] Connection refused
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar  1 21:14:56 2022 GMT,Dec  1 21:14:57 2021 GMT,http://design-art.ru,No error
"[[['countryName', 'GB']], [['stateOrProvinceName', 'Greater Manchester']], [['localityName', 'Salford']], [['organizationName', 'Sectigo Limited']], [['commonName', 'Sectigo RSA Domain Validation Secure Server CA']]]",Mar 12 23:59:59 2022 GMT,Dec 12 00:00:00 2021 GMT,http://osport.tv,No error
,,,http://centerprofedu.ru,ConnectionRefusedError : [Errno 61] Connection refused
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar  6 13:02:32 2022 GMT,Dec  6 13:02:33 2021 GMT,https://moepravo37.ru,No error
,,,http://rsskbelgorod.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
,,,http://учцентр-оскол.рф,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
,,,http://baturinofond.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'baturinofond.ru'. (_ssl.c:1076)"
,,,http://geroi-danilov.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'geroi-danilov.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 14 14:25:52 2022 GMT,Nov 16 14:25:53 2021 GMT,http://plamenny.ru,No error
,,,http://nika-bf.ru,ConnectionRefusedError : [Errno 61] Connection refused
,,,http://anodobroedelo.ru,ConnectionRefusedError : [Errno 61] Connection refused
,,,http://omskri.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 24 03:02:38 2022 GMT,Dec 24 03:02:39 2021 GMT,http://tver.wr-school.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 25 17:43:05 2022 GMT,Nov 27 17:43:06 2021 GMT,http://aso18.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb  6 15:13:58 2022 GMT,Nov  8 15:13:59 2021 GMT,http://кроо-верный-друг.рф,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 15 04:39:05 2022 GMT,Dec 15 04:39:06 2021 GMT,http://give-world.com,No error
,,,http://cb-icr.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'cb-icr.ru'. (_ssl.c:1076)"
,,,http://сильные-люди.рф,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'xn----htbbldocn7a0hj3a.xn--p1ai'. (_ssl.c:1076)"
,,,http://агк-гастро-крым.рф,ConnectionRefusedError : [Errno 61] Connection refused
"[[['countryName', 'GB']], [['stateOrProvinceName', 'Greater Manchester']], [['localityName', 'Salford']], [['organizationName', 'Sectigo Limited']], [['commonName', 'Sectigo RSA Domain Validation Secure Server CA']]]",Dec  4 23:59:59 2022 GMT,Nov 29 00:00:00 2021 GMT,http://anoizgelek.ru,No error
,,,http://bzgazeta.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'bzgazeta.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 21 14:45:47 2022 GMT,Nov 23 14:45:48 2021 GMT,http://sciteam.ru,No error
,,,http://teplonashihryk.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'teplonashihryk.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Jan 23 23:40:46 2022 GMT,Oct 25 23:40:47 2021 GMT,http://cfu2015.com,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar  3 20:51:01 2022 GMT,Dec  3 20:51:02 2021 GMT,http://www.fepc.info,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Jan 23 23:57:16 2022 GMT,Oct 25 23:57:17 2021 GMT,http://tambov.ru.net,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar  2 09:09:46 2022 GMT,Dec  2 09:09:47 2021 GMT,http://ruso.systems,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 15 18:13:41 2022 GMT,Nov 17 18:13:42 2021 GMT,http://ec-rgo-sfo.com,No error
,,,http://voopmsk.com,ConnectionRefusedError : [Errno 61] Connection refused
,,,http://professors.today,OSError : [Errno 0] Error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Apr  7 04:41:22 2022 GMT,Jan  7 04:41:23 2022 GMT,http://kroxa-school.com,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 17 13:26:00 2022 GMT,Nov 19 13:26:01 2021 GMT,http://soglasie-tomsk.com,No error
,,,http://ekspertiza23.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'ekspertiza23.ru'. (_ssl.c:1076)"
,,,http://inostranka.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'inostranka.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 14 16:01:23 2022 GMT,Dec 14 16:01:24 2021 GMT,http://combinat62.ru,No error
,,,http://38спорт.рф,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 14 23:26:20 2022 GMT,Dec 14 23:26:21 2021 GMT,http://phlebology-sro.ru,No error
,,,http://proobuch.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'proobuch.ru'. (_ssl.c:1076)"
,,,http://mhappy.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
,,,http://murmanshelf-conf.ru,ConnectionRefusedError : [Errno 61] Connection refused
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar  2 06:30:48 2022 GMT,Dec  2 06:30:49 2021 GMT,http://фтао.рф,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb  6 04:01:19 2022 GMT,Nov  8 04:01:20 2021 GMT,http://istracenter.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Apr  3 18:17:43 2022 GMT,Jan  3 18:17:44 2022 GMT,http://itschoolspb.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 19 11:26:19 2022 GMT,Dec 19 11:26:20 2021 GMT,http://ivan4.ru,No error
,,,http://badminton-ul.ru,ConnectionRefusedError : [Errno 61] Connection refused
,,,http://crimsudexpert.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'crimsudexpert.ru'. (_ssl.c:1076)"
"[[['countryName', 'GB']], [['stateOrProvinceName', 'Greater Manchester']], [['localityName', 'Salford']], [['organizationName', 'Sectigo Limited']], [['commonName', 'Sectigo RSA Domain Validation Secure Server CA']]]",Mar  5 23:59:59 2022 GMT,Dec  5 00:00:00 2021 GMT,http://anmmos.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 21 06:31:28 2022 GMT,Nov 23 06:31:29 2021 GMT,http://expertiza-pnz.ru,No error
,,,http://fond-nb.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1076)
,,,http://ни-шагу-назад.рф,SSLError : [SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 22 03:02:39 2022 GMT,Dec 22 03:02:40 2021 GMT,http://www.nibmoscow.ru,No error
,,,http://stirzn.ru,SSLError : [SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 13 14:02:25 2022 GMT,Dec 13 14:02:26 2021 GMT,http://amurmir28.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar  7 23:21:10 2022 GMT,Dec  7 23:21:11 2021 GMT,http://krilya-zhizni.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 21 11:32:51 2022 GMT,Nov 23 11:32:52 2021 GMT,http://family2children.ru,No error
,,,http://profkadr67.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'profkadr67.ru'. (_ssl.c:1076)"
,,,http://www.igumo.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 19 05:38:26 2022 GMT,Dec 19 05:38:27 2021 GMT,http://ocean-msu.ru,No error
"[[['countryName', 'AT']], [['organizationName', 'ZeroSSL']], [['commonName', 'ZeroSSL RSA Domain Secure Site CA']]]",Mar 21 23:59:59 2022 GMT,Dec 21 00:00:00 2021 GMT,http://fortuna-syzran.ru,No error
,,,http://centr-tor.ru,ConnectionRefusedError : [Errno 61] Connection refused
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 19 23:43:12 2022 GMT,Dec 19 23:43:13 2021 GMT,http://bel-roza.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Jan 21 14:25:08 2022 GMT,Oct 23 14:25:09 2021 GMT,http://анопрофэксперт.рф,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 22 09:40:17 2022 GMT,Dec 22 09:40:18 2021 GMT,http://nko76.ru,No error
"[[['countryName', 'US']], [['organizationName', 'Cloudflare, Inc.']], [['commonName', 'Cloudflare Inc ECC CA-3']]]",Jun 13 23:59:59 2022 GMT,Jun 14 00:00:00 2021 GMT,http://stlukafund.ru,No error
,,,http://красиваятверь.рф,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'xn--80aafbpom2cgeo7j8a.xn--p1ai'. (_ssl.c:1076)"
,,,http://inmrf.ru,SSLError : [SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1076)
"[[['countryName', 'GB']], [['stateOrProvinceName', 'Greater Manchester']], [['localityName', 'Salford']], [['organizationName', 'Sectigo Limited']], [['commonName', 'Sectigo RSA Domain Validation Secure Server CA']]]",Aug  9 23:59:59 2022 GMT,Jul 26 00:00:00 2021 GMT,http://scps-nsk.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 16 23:20:11 2022 GMT,Nov 18 23:20:12 2021 GMT,http://medartperm.ru,No error
,,,http://edutech.fund,timeout : timed out
"[[['countryName', 'GB']], [['stateOrProvinceName', 'Greater Manchester']], [['localityName', 'Salford']], [['organizationName', 'Sectigo Limited']], [['commonName', 'Sectigo RSA Domain Validation Secure Server CA']]]",Feb 27 23:59:59 2022 GMT,Nov 29 00:00:00 2021 GMT,http://ogrd.org,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 28 06:16:09 2022 GMT,Nov 30 06:16:10 2021 GMT,http://www.vera63.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 23 06:00:26 2022 GMT,Nov 25 06:00:27 2021 GMT,http://luki-eparhia.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Apr  6 21:05:23 2022 GMT,Jan  6 21:05:24 2022 GMT,http://biysk-eparhia.ru,No error
,,,http://бийскаяепархия.рф,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'xn--80aabrnddi1clf8c9gg.xn--p1ai'. (_ssl.c:1076)"
,,,http://detsad86kursk.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'detsad86kursk.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 27 11:19:37 2022 GMT,Nov 29 11:19:38 2021 GMT,http://rusmiloserdnaya.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 28 12:06:28 2022 GMT,Nov 30 12:06:29 2021 GMT,http://ntkasli.ru,No error
"[[['countryName', 'GB']], [['stateOrProvinceName', 'Greater Manchester']], [['localityName', 'Salford']], [['organizationName', 'Sectigo Limited']], [['commonName', 'Sectigo RSA Domain Validation Secure Server CA']]]",Jan 28 23:59:59 2022 GMT,Jan 28 00:00:00 2021 GMT,http://kirill-i-mefodii.ru,No error
,,,http://investmentdevelopment.ru,SSLError : [SSL: WRONG_VERSION_NUMBER] wrong version number (_ssl.c:1076)
,,,http://wour-podolsk.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'wour-podolsk.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 22 07:18:52 2022 GMT,Dec 22 07:18:53 2021 GMT,http://wuor-podolsk.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Jan 27 14:19:30 2022 GMT,Oct 29 14:19:31 2021 GMT,http://помоги-детям.рф,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 13 12:50:17 2022 GMT,Dec 13 12:50:18 2021 GMT,http://смпо.рф,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 30 18:36:07 2022 GMT,Dec 30 18:36:08 2021 GMT,http://urbanintonations.ru,No error
,,,http://конкурсгородские.рф,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Jan 31 19:53:43 2022 GMT,Nov  2 19:53:44 2021 GMT,http://resurs-center.ru,No error
,,,http://osspb.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb  6 13:25:53 2022 GMT,Nov  8 13:25:54 2021 GMT,http://obfr-nzhizn.ru,No error
"[[['countryName', 'US']], [['organizationName', 'DigiCert Inc']], [['commonName', 'RapidSSL TLS DV RSA Mixed SHA256 2020 CA-1']]]",Jan 17 23:59:59 2022 GMT,Jan 15 00:00:00 2021 GMT,http://www.rosnou.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 19 03:58:45 2022 GMT,Nov 21 03:58:46 2021 GMT,http://www.seminar.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 22 23:17:27 2022 GMT,Nov 24 23:17:28 2021 GMT,http://бф-независимость.рф,No error
"[[['countryName', 'GB']], [['stateOrProvinceName', 'Greater Manchester']], [['localityName', 'Salford']], [['organizationName', 'Sectigo Limited']], [['commonName', 'Sectigo RSA Domain Validation Secure Server CA']]]",Feb 25 23:59:59 2022 GMT,Nov 27 00:00:00 2021 GMT,http://samaranordic.com,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb  7 06:58:11 2022 GMT,Nov  9 06:58:12 2021 GMT,http://tsaregradsky.ru,No error
"[[['countryName', 'BE']], [['organizationName', 'GlobalSign nv-sa']], [['commonName', 'AlphaSSL CA - SHA256 - G2']]]",Jan 15 11:19:07 2023 GMT,Dec 14 11:19:07 2021 GMT,http://rodnye-ludi.ru,No error
,,,http://buchin-sport.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'buchin-sport.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar  7 21:21:26 2022 GMT,Dec  7 21:21:27 2021 GMT,http://www.deloros.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 12 04:48:02 2022 GMT,Nov 14 04:48:03 2021 GMT,http://kroppkprf.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 15 14:21:47 2022 GMT,Nov 17 14:21:48 2021 GMT,http://gmpr74.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 19 03:18:41 2022 GMT,Dec 19 03:18:42 2021 GMT,http://gmpr56.ru,No error
,,,http://1redcross-rostov.ru,SSLError : [SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1076)
,,,http://sambovsk.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
,,,http://mmeparh.ru,ConnectionRefusedError : [Errno 61] Connection refused
,,,http://www.mrsei.ru,ConnectionRefusedError : [Errno 61] Connection refused
,,,http://фпрк11.рф,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'xn--11-1lctfw.xn--p1ai'. (_ssl.c:1076)"
,,,http://www.ifpc.ru,ConnectionRefusedError : [Errno 61] Connection refused
"[[['countryName', 'US']], [['organizationName', 'Cloudflare, Inc.']], [['commonName', 'Cloudflare Inc ECC CA-3']]]",Jul  1 23:59:59 2022 GMT,Jul  2 00:00:00 2021 GMT,http://www.endeav.org,No error
,,,http://ветеран-честь.рф,ConnectionRefusedError : [Errno 61] Connection refused
,,,http://nnovkurort.ru,SSLError : [SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 15 13:54:24 2022 GMT,Nov 17 13:54:25 2021 GMT,http://mooovoi.org,No error
,,,http://owl.ru,SSLError : [SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', 'DigiCert Inc']], [['organizationalUnitName', 'www.digicert.com']], [['commonName', 'Encryption Everywhere DV TLS CA - G1']]]",Jan  1 23:59:59 2023 GMT,Dec 31 00:00:00 2021 GMT,http://obsf.ru,No error
,,,http://pleskovo.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'pleskovo.ru'. (_ssl.c:1076)"
,,,http://uralzeml.com,SSLError : [SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 24 16:52:26 2022 GMT,Nov 26 16:52:27 2021 GMT,http://www.arspb.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 26 00:05:08 2022 GMT,Nov 28 00:05:09 2021 GMT,http://psochel.ru,No error
,,,http://chelelprof.ru,ConnectionRefusedError : [Errno 61] Connection refused
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 10 02:38:44 2022 GMT,Dec 10 02:38:45 2021 GMT,http://umcseminary.ru,No error
,,,http://oblsovet-penza.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'oblsovet-penza.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 19 06:25:02 2022 GMT,Nov 21 06:25:03 2021 GMT,http://hippocentre.ru,No error
,,,http://gornitsa.ru,SSLError : [SSL: WRONG_VERSION_NUMBER] wrong version number (_ssl.c:1076)
,,,http://chernoi.ru,SSLError : [SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1076)
,,,http://rcpff.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'rcpff.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar  9 04:45:43 2022 GMT,Dec  9 04:45:44 2021 GMT,http://verhovye.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 19 21:56:23 2022 GMT,Nov 21 21:56:24 2021 GMT,http://tehnopark-orenburg.ru,No error
,,,http://www.hypnonlp.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1076)
,,,http://niiptelecom.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'niiptelecom.ru'. (_ssl.c:1076)"
,,,http://spr37.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'spr37.ru'. (_ssl.c:1076)"
,,,http://www.mahamudra.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1076)
,,,http://ramld.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb  4 23:48:18 2022 GMT,Nov  6 23:48:19 2021 GMT,http://dimitrowa.ru,No error
,,,http://oneworld.ru,SSLError : [SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1076)
"[[['countryName', 'PL']], [['organizationName', 'Unizeto Technologies S.A.']], [['organizationalUnitName', 'Certum Certification Authority']], [['commonName', 'Certum Domain Validation CA SHA2']]]",Jan 25 07:22:23 2022 GMT,Jan 25 07:22:23 2021 GMT,http://www.100best.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Jan 27 11:58:11 2022 GMT,Oct 29 11:58:12 2021 GMT,http://www.pilig.ru,No error
,,,http://moo-prokat.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'moo-prokat.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 25 10:25:52 2022 GMT,Nov 27 10:25:53 2021 GMT,http://vooosoo.ru,No error
,,,http://www.mmxo.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.mmxo.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 22 23:18:16 2022 GMT,Nov 24 23:18:17 2021 GMT,http://fnkakurd.ru,No error
"[[['countryName', 'US']], [['organizationName', 'Cloudflare, Inc.']], [['commonName', 'Cloudflare Inc ECC CA-3']]]",Jun 10 23:59:59 2022 GMT,Jun 11 00:00:00 2021 GMT,http://rametr.ru,No error
,,,http://sdimd.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'sdimd.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb  1 07:46:11 2022 GMT,Nov  3 07:46:12 2021 GMT,http://лидерыкарелии.рф,No error
"[[['countryName', 'GB']], [['stateOrProvinceName', 'Greater Manchester']], [['localityName', 'Salford']], [['organizationName', 'Sectigo Limited']], [['commonName', 'Sectigo RSA Domain Validation Secure Server CA']]]",Jan 27 23:59:59 2023 GMT,Dec 27 00:00:00 2021 GMT,http://inueco.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb  8 23:36:56 2022 GMT,Nov 10 23:36:57 2021 GMT,http://sungurovo.ru,No error
,,,http://www.berestov-dpc.narod.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.berestov-dpc.narod.ru'. (_ssl.c:1076)"
